100
136.397167882 -9076.50990326 625.324259163 2243.41563158 40.0067140721 -74.4193853572 -55.9190649129
962.255867183 4703.81786554 5058.44294565 -6099.12411878 -26.6945402387 81.3409833064 95.4954680013
626.857478561 5801.87383648 -2345.95782342 2160.40528581 32.4747459334 17.8624835963 -60.802026429
740.516708884 8680.99002045 2297.12820826 -8784.14258248 86.6267891476 -68.0654316843 -94.5982238227
52.1283608509 5976.43971068 -11.2918485061 7112.94900357 -90.5880916776 -42.0331431013 63.7562181463
835.120944853 -2921.53691214 -701.010162664 321.970274972 9.09756767479 -19.4860683004 -97.0763267922
72.3114108707 -2128.05566576 8706.62556841 -3450.11749626 94.2991424299 -7.9439680166 16.9713431196
379.904751732 -6624.65285195 5003.50962859 -4968.71852779 -55.0157170324 45.8418530839 74.5109408856
187.220648824 -2483.29111606 6522.11066012 3696.70705283 -63.0542924284 68.5842463454 47.1846675008
930.548356578 5958.73897519 -7462.69112217 9841.91412091 -19.5654164251 93.7314981536 87.4385814997
354.142399365 3234.65681936 9929.80742821 8411.81676687 48.7044892727 69.542527543 -52.0981475265
181.763298441 6321.29886776 2048.70754112 -821.863460189 74.2057557909 -39.0484328745 29.8318430128
212.64763329 2757.34733116 6236.45741142 -8980.07141331 -59.9841303751 -59.3737601856 -61.5527817621
683.168797876 9584.94827113 7186.19342631 -6193.12112796 89.4283883175 87.2371593371 -67.4001281777
484.631000702 -4694.66231269 8798.79146702 2145.75640126 58.8915677358 -24.8756370739 14.5664845729
553.503372295 -5707.26645711 9386.57795953 -3043.00057985 -59.5751823481 -16.5440839869 39.0667439802
818.870845668 7841.73100986 7877.13248085 -8684.65224158 97.6744895779 -1.01626636555 76.8669698172
293.776177252 8467.9708243 -5991.69896542 -6960.96682638 17.9418317209 95.7762382885 -6.930753502
261.154026917 9250.46540727 823.084200568 -1795.40391247 1.79143650624 -93.6216315195 38.9507736442
444.874660482 -6362.19367046 8162.78572954 4375.43870357 -19.8828089236 -46.1653492843 31.0342722861
820.303781243 9230.9335612 -3730.27741325 -2520.52369762 -98.193304239 31.5042573321 8.15759758293
436.429486984 472.121341594 -5635.24277474 8606.52485733 79.558702353 41.819513535 11.8686483352
380.849879452 2605.97552416 5181.12735374 -6303.59813227 25.0282296213 -62.0532853175 -55.3025910215
287.43467513 -8760.94851527 9319.43723869 3827.93664357 -35.3007599109 -71.9656971953 27.2804956206
553.168004395 -2842.1887875 -544.145023957 -835.901974548 -50.5233924375 87.2066408277 -35.1542710654
430.209936827 8126.77388836 5773.79680776 2630.39033174 70.2932828761 58.299508652 -72.7652821436
215.51350444 -3589.89226966 -1175.87817011 7556.68813135 -33.3170567949 37.1318704794 85.2961821345
448.136875515 -5106.66219062 9964.59852901 -7499.31333354 23.3985412152 83.9533677175 97.5341044343
419.90499588 -9473.25052644 1495.71214942 -8121.89092685 44.8713644826 45.2131717887 -65.520187994
588.137730033 -4960.17334513 172.429578539 1008.02636799 61.9617297891 83.5871456038 -37.3638111515
333.989837336 -8783.53221229 5943.47972045 -332.956938383 -43.2599871822 -65.4469435713 7.01010162664
160.818048647 -5019.98962371 -4137.39432966 -7617.7251503 17.9723502304 -27.9030732139 82.7082125309
918.962920011 2634.05255287 2803.73546556 3467.20786157 -20.1330607013 -51.8845179601 34.4950712607
970.426648762 -1709.34171575 -5753.65459151 -75.9910885952 81.829279458 -2.50556962798 93.7376018555
374.691305277 2364.8792993 9651.47862178 3296.91457869 18.930631428 -6.289864803 15.4026917325
401.215857418 9292.58095035 -5551.62205878 8743.24777978 63.249610889 -70.8304086428 29.2825098422
7.0975981933 7081.20975372 -94.3021942808 2352.06152532 61.8701742607 93.5666982025 12.4729148228
256.489364299 -6332.28553117 1203.95519883 8024.84206671 -77.6543473617 -32.908108768 86.0469374676
354.264351329 8884.24329356 2772.60658589 233.466597491 -8.29798272652 -77.0012512589 14.0476699118
684.052949614 -7094.63789789 -7293.00820948 -6027.7108066 87.0296334727 -26.7860957671 -21.2927640614
126.122714927 3265.17532884 6479.99511704 1905.27054659 -42.4054689169 -22.2266304514 -9.39664906766
948.627735221 640.583513901 3371.37974181 6133.91521958 24.753563036 -29.0444654683 -2.90841395306
11.3659169286 403.759880367 4610.43122654 -2009.0334788 -12.9428998688 74.1813409833 -15.6895657216
240.269753105 4966.88741722 4325.38834803 3643.60484634 23.2459486679 -0.766014587848 55.6688131352
761.157078768 -9195.53209021 7560.96072268 5328.22656941 -78.3196508683 84.7773674734 72.9361857967
646.186864834 3926.81661428 -5016.32740257 -3621.63151952 80.1629688406 -29.239783929 -63.3167516099
275.42240669 -3549.60783715 560.014648885 -1543.93139439 -93.9146092105 -29.1665395062 -25.1258888516
546.765526292 -5737.17459639 468.459120457 1671.498764 -67.967772454 -6.12506485183 98.9257484664
850.974700156 -7703.17697684 8791.46702475 5415.50950652 -21.2073122349 15.1158177435 -65.6788842433
578.076693014 -1461.53141881 -5453.35245827 2610.24811548 92.0957060457 98.8280892361 -20.7495345927
459.935728019 2499.16074099 -8544.87746818 -2638.3251442 29.8623615223 10.7028412732 -30.2468947417
685.394421216 -4537.1868038 8567.4611652 1458.47956786 40.5621509445 88.0794701987 -21.5369121372
903.322580645 -6240.11963256 -7426.06891079 3575.8537553 -72.0206305124 -52.2934659871 9.78728598895
143.043549913 -4816.12598041 -3860.28626362 -6016.113773 -55.9923093356 -69.5364238411 21.7932676168
266.001617481 -2844.63026826 9511.70384838 3950.01068148 4.43433942686 -14.4260994293 -96.3560899686
485.027344584 -2107.30307932 -6513.56547746 -117.496261483 -1.76702169866 -33.6893826106 42.747276223
164.171727653 2150.02899258 3028.96206549 2485.12222663 -61.9373149815 -71.2942899869 2.93893246254
654.113742485 -7112.33863338 -954.313791314 -6420.17883847 15.6834620197 9.8483230079 81.3226722007
195.269478439 -5146.33625294 7747.73400067 209.051789911 38.8042847987 -37.4797814875 -6.77816095462
